question,relevant_document_ids,categories,authors,year
What challenges are addressed by considering cataract in multi-modal DR assessment?,18635,"eess.IV, cs.AI, cs.CV","Fan Xiao, Junlin Hou, Ruiwei Zhao, Rui Feng, Haidong Zou, Lina Lu, Yi Xu, Juzhao Zhang",2024
How is changepoint detection used for ECG segmentation with graph constraints?,18144,"eess.SP, cs.LG, stat.ML","Atiyeh Fotoohinasab, Toby Hocking, Fatemeh Afghah",2020
Can the proposed method differentiate between normal and abnormal heartbeats effectively?,18144,"eess.SP, cs.LG, stat.ML","Atiyeh Fotoohinasab, Toby Hocking, Fatemeh Afghah",2020
What role does recurrent memory play in blind video quality assessment using transformers?,18726,"eess.IV, cs.CV","Tianhao Peng, Chen Feng, Duolikun Danier, Fan Zhang, Benoit Vallade, Alex Mackin, David Bull",2024
How is temporal information utilized to enhance content perception in videos with varying qualities?,18726,"eess.IV, cs.CV","Tianhao Peng, Chen Feng, Duolikun Danier, Fan Zhang, Benoit Vallade, Alex Mackin, David Bull",2024
In what ways can the SwitchHead accelerate Transformer models without compromising performance?,22153,"cs.LG, cs.CL, cs.NE","Róbert Csordás, Piotr Piękos, Kazuki Irie, Jürgen Schmidhuber",2023
What are the benefits of using a Mixture-of-Experts Attention mechanism for speed and efficiency?,22153,"cs.LG, cs.CL, cs.NE","Róbert Csordás, Piotr Piękos, Kazuki Irie, Jürgen Schmidhuber",2023
How does PolarBEVDet handle multi-view object detection in bird's-eye view representations?,13988,"cs.CV, cs.AI","Zichen Yu, Quanli Liu, Wei Wang, Liyong Zhang, Xiaoguang Zhao",2024
Can this approach improve accuracy over traditional methods used in aerial imagery analysis?,13988,"cs.CV, cs.AI","Zichen Yu, Quanli Liu, Wei Wang, Liyong Zhang, Xiaoguang Zhao",2024
What improvements do diffusion models bring to compositional generation using lift scores?,15443,"cs.LG, cs.AI, cs.CV","Chenning Yu, Sicun Gao",2025
How does the incorporation of grammatical information affect BERT sentence embeddings' quality and utility?,15443,"cs.LG, cs.AI, cs.CV","Chenning Yu, Sicun Gao",2025
In what ways can two-dimensional arrays represent grammatical information in text for NLP applications?,9671,"cs.CL, I.2.7","Vivi Nastase, Paola Merlo",2023
Does this representation enhance understanding or processing speed compared to one-dimensional models?,9671,"cs.CL, I.2.7","Vivi Nastase, Paola Merlo",2023
How does quantile regression help address variance shrinkage issues in variational autoencoders (VAEs)?,17271,"cs.LG, cs.AI, eess.IV, eess.SP, stat.ML","Haleh Akrami, Anand A. Joshi, Sergul Aydore, Richard M. Leahy",2020
What impact do these improvements have on the robustness and reliability of VAEs for generative tasks?,17271,"cs.LG, cs.AI, eess.IV, eess.SP, stat.ML","Haleh Akrami, Anand A. Joshi, Sergul Aydore, Richard M. Leahy",2020
What advantages does FD-DiT offer over conventional methods for low-dose CT reconstruction using transformers?,5862,"eess.IV, cs.CV, physics.med-ph","Qiqing Liu, Guoquan Wei, Zekun Zhou, Yiyang Wen, Liu Shi, Qiegen Liu",2025
How effective is frequency domain guidance in improving image quality with fewer radiation doses?,5862,"eess.IV, cs.CV, physics.med-ph","Qiqing Liu, Guoquan Wei, Zekun Zhou, Yiyang Wen, Liu Shi, Qiegen Liu",2025
"Why are hard negative samples important in contrastive learning, and how do they improve model performance?",17821,"cs.LG, stat.ML","Joshua Robinson, Ching-Yao Chuang, Suvrit Sra, Stefanie Jegelka",2020
What challenges arise when selecting these negatives for training robust neural networks effectively?,17821,"cs.LG, stat.ML","Joshua Robinson, Ching-Yao Chuang, Suvrit Sra, Stefanie Jegelka",2020
How does pseudo-labeling enhance prototypical contrastive learning?,10413,cs.CL,"Yimin Deng, Yuxia Wu, Guoshuai Zhao, Li Zhu, Xueming Qian",2024
What is the role of uniformed intent discovery in this context?,10413,cs.CL,"Yimin Deng, Yuxia Wu, Guoshuai Zhao, Li Zhu, Xueming Qian",2024
Can cognitive language processing signals advance NLP research significantly?,11820,cs.CL,"Nora Hollenstein, Maria Barrett, Marius Troendle, Francesco Bigiolli, Nicolas Langer, Ce Zhang",2019
Who are the key contributors to understanding these signal mechanisms better?,11820,cs.CL,"Nora Hollenstein, Maria Barrett, Marius Troendle, Francesco Bigiolli, Nicolas Langer, Ce Zhang",2019
How do adversarial agents optimize point prompts for segmentation models?,8531,cs.CV,"Xueyu Liu, Xiaoyi Zhang, Guangze Shi, Meilin Liu, Yexin Lai, Yongfei Wu, Mingqiang Wei",2025
What defenses can protect against such attacks in AI systems?,8531,cs.CV,"Xueyu Liu, Xiaoyi Zhang, Guangze Shi, Meilin Liu, Yexin Lai, Yongfei Wu, Mingqiang Wei",2025
In what ways does the autoencoder compare to geometrical features for bifurcation identification?,19282,"eess.IV, q-bio.NC","Ibtissam Essadik, Anass Nouri, Raja Touahni, Florent Autrusseau",2023
"Who are Ibtissam Essadik, Anass Nouri and Raja Touahni's contributions in this study?",19282,"eess.IV, q-bio.NC","Ibtissam Essadik, Anass Nouri, Raja Touahni, Florent Autrusseau",2023
What design principles led to the creation of a transformable wheel-legged robot?,20778,cs.RO,"Tyler Bishop, Keran Ye, Konstantinos Karydis",2024
How does Keran Ye contribute to its central pattern generator control research?,20778,cs.RO,"Tyler Bishop, Keran Ye, Konstantinos Karydis",2024
What teleoperation techniques are used for teaching robots nuclear waste handling skills?,4370,"cs.RO, cs.LG","Joong-Ku Lee, Hyeonseok Choi, Young Soo Park, Jee-Hwan Ryu",2025
Who is Jee-Hwan Ryu and what role do they play in this robotic learning approach?,4370,"cs.RO, cs.LG","Joong-Ku Lee, Hyeonseok Choi, Young Soo Park, Jee-Hwan Ryu",2025
How does the novel 4D CNN model improve Alzheimer's disease classification using fMRI data?,6221,"eess.IV, cs.CV","Javier Salazar Cavazos, Scott Peltier",2025
"What are Javier Salazar Cavazos, Scott Peltier’s contributions to functional MRI research in this context?",6221,"eess.IV, cs.CV","Javier Salazar Cavazos, Scott Peltier",2025
How does integrating vision foundation models with reinforcement learning enhance object interaction?,2127,"cs.RO, cs.AI, cs.CV, cs.LG, cs.SY, eess.SY, 68T07, 68T40, 90C40, 93E35, I.2.6; I.2.9; I.2.10","Ahmad Farooq, Kamran Iqbal",2025
Who is Ahmad Farooq and what role do they play in the integration of these technologies?,2127,"cs.RO, cs.AI, cs.CV, cs.LG, cs.SY, eess.SY, 68T07, 68T40, 90C40, 93E35, I.2.6; I.2.9; I.2.10","Ahmad Farooq, Kamran Iqbal",2025
"What challenges arise from code-switching in end-to-end ASR systems, according to this review?",11864,"cs.CL, cs.SD, eess.AS","Maha Tufail Agro, Atharva Kulkarni, Karima Kadaoui, Zeerak Talat, Hanan Aldarmaki",2025
How does Atharva Kulkarni's research address issues related to language switching and recognition accuracy?,11864,"cs.CL, cs.SD, eess.AS","Maha Tufail Agro, Atharva Kulkarni, Karima Kadaoui, Zeerak Talat, Hanan Aldarmaki",2025
In what ways can gradient-based MCMC improve text generation in principled approaches?,4912,"cs.CL, cs.LG","Li Du, Afra Amini, Lucas Torroba Hennigen, Xinyan Velocity Yu, Jason Eisner, Holden Lee, Ryan Cotterell",2023
"What are the contributions of Li Du, Afra Amini, Lucas Torroba Hennigen et al. to this field?",4912,"cs.CL, cs.LG","Li Du, Afra Amini, Lucas Torroba Hennigen, Xinyan Velocity Yu, Jason Eisner, Holden Lee, Ryan Cotterell",2023
How does transfer learning improve gamma spectral identification?,19682,"physics.data-an, eess.IV","Eric T. Moore, Johanna L. Turk, William P. Ford, Nathan J. Hoteling, Lance S. McLean",2020
What challenges are addressed by the authors in this study?,19682,"physics.data-an, eess.IV","Eric T. Moore, Johanna L. Turk, William P. Ford, Nathan J. Hoteling, Lance S. McLean",2020
Can augmentation strategies enhance few-shot object detection across domains?,13884,"cs.CV, cs.AI","Jiancheng Pan, Yanxing Liu, Xiao He, Long Peng, Jiahao Li, Yuze Sun, Xiaomeng Huang",2025
Which foundation models do researchers use for cross-domain tasks according to Pan et al.?,13884,"cs.CV, cs.AI","Jiancheng Pan, Yanxing Liu, Xiao He, Long Peng, Jiahao Li, Yuze Sun, Xiaomeng Huang",2025
"How does fairness impact the development of ASR systems, as discussed by Seo and Choi?",11850,"cs.CL, cs.AI","Anna Seo Gyeong Choi, Hoon Choi",2025
What philosophical aspects are considered in evaluating speech recognition fairness?,11850,"cs.CL, cs.AI","Anna Seo Gyeong Choi, Hoon Choi",2025
In what ways can novel class identification aid few-shot object detection methods?,14182,"cs.CV, cs.AI","Zeyu Shangguan, Mohammad Rostami",2023
How do Shangguan and Rostami propose to identify these new classes effectively?,14182,"cs.CV, cs.AI","Zeyu Shangguan, Mohammad Rostami",2023
"What is the role of E(3)-invariance in peptide generation, as per Liang and Bai's research?",15714,"cs.LG, cs.AI, q-bio.BM","Po-Yu Liang, Jun Bai",2024
Which pocket-aware aspects are crucial for generating novel peptides using diffusion models?,15714,"cs.LG, cs.AI, q-bio.BM","Po-Yu Liang, Jun Bai",2024
"How does SLA awareness contribute to HPC resource optimization in MORL frameworks, according to Mostafa et al.?",2141,cs.LG,"Seraj Al Mahmud Mostafa, Aravind Mohan, Jianwu Wang",2025
What multi-objective reinforcement learning strategies are employed for this purpose?,2141,cs.LG,"Seraj Al Mahmud Mostafa, Aravind Mohan, Jianwu Wang",2025
Does relational priming dynamically improve transformer models on time series data?,46,"cs.LG, cs.AI","Hunjae Lee, Corey Clark",2025
How do Lee and Clark suggest using dynamic relational priming in their study?,46,"cs.LG, cs.AI","Hunjae Lee, Corey Clark",2025
"What role does autoencoding play in unsupervised anomaly detection, as explored by Babaei et al.?",17408,"cs.LG, stat.ML","Kasra Babaei, ZhiYuan Chen, Tomas Maul",2019
Which types of data augmentation techniques are used to improve this process with AE models?,17408,"cs.LG, stat.ML","Kasra Babaei, ZhiYuan Chen, Tomas Maul",2019
How do knowledge graphs and language models relate to NLP hallucinations discussed in the paper?,11123,"cs.CL, cs.AI, 68-02, I.2.7","Ernests Lavrinovics, Russa Biswas, Johannes Bjerva, Katja Hose",2024
What insights does Lavrinovics et al. provide on mitigating these issues within large language models?,11123,"cs.CL, cs.AI, 68-02, I.2.7","Ernests Lavrinovics, Russa Biswas, Johannes Bjerva, Katja Hose",2024
"Can text-only domain adaptation effectively improve ASR using integrated TTS and MFCC conversion methods, as per Bataev et al.'s findings?",4218,"eess.AS, cs.CL, cs.LG, cs.SD","Vladimir Bataev, Roman Korostik, Evgeny Shabalin, Vitaly Lavrukhin, Boris Ginsburg",2023
What are the key components of this adapted approach for end-to-end speech recognition systems?,4218,"eess.AS, cs.CL, cs.LG, cs.SD","Vladimir Bataev, Roman Korostik, Evgeny Shabalin, Vitaly Lavrukhin, Boris Ginsburg",2023
How does the Hybrid Multi-Modal Vision Transformer-CNN model enhance fine-grained object recognition?,13135,"cs.CV, cs.AI","Songsong Xiong, Georgios Tziafas, Hamidreza Kasaei",2022
What are the key components of this hybrid approach for vision tasks in robotics?,13135,"cs.CV, cs.AI","Songsong Xiong, Georgios Tziafas, Hamidreza Kasaei",2022
How do OmniPrism's disentangled visual concepts improve image generation quality?,5158,"cs.CV, cs.AI, cs.LG","Yangyang Li, Daqing Liu, Wu Liu, Allen He, Xinchen Liu, Yongdong Zhang, Guoqing Jin",2024
In what ways can learning these concepts aid multi-modal machine perception systems?,5158,"cs.CV, cs.AI, cs.LG","Yangyang Li, Daqing Liu, Wu Liu, Allen He, Xinchen Liu, Yongdong Zhang, Guoqing Jin",2024
What techniques are used in the efficient model for purification against adversarial attacks on LiDAR data?,8706,"cs.CV, cs.AI","Alexandros Gkillas, Ioulia Kapsali, Nikos Piperigkos, Aris S. Lalos",2025
How does this approach maintain high accuracy during segmentation tasks under attack conditions?,8706,"cs.CV, cs.AI","Alexandros Gkillas, Ioulia Kapsali, Nikos Piperigkos, Aris S. Lalos",2025
How do GPT-based Decision Transformers facilitate coordination among multiple vehicles at unsignalized intersections?,20742,cs.RO,"Eunjae Lee, Minhee Kang, Yoojin Choi, Heejin Ahn",2024
What are the benefits of using a transformer model for real-time multi-vehicle decision making in traffic management systems?,20742,cs.RO,"Eunjae Lee, Minhee Kang, Yoojin Choi, Heejin Ahn",2024
How does Bangla BERT contribute to detecting hyperpartisan news within Bengali language content?,9558,cs.CL,"Mohammad Mehadi Hasan, Fatema Binte Hassan, Md Al Jubair, Zobayer Ahmed, Sazzatul Yeakin, Md Masum Billah",2025
In what ways can semi-supervised learning improve the explainability of AI models for media analysis?,9558,cs.CL,"Mohammad Mehadi Hasan, Fatema Binte Hassan, Md Al Jubair, Zobayer Ahmed, Sazzatul Yeakin, Md Masum Billah",2025
What role do GPT4 and BERT play in analyzing narrative processing capabilities of LLMs like ChatGPT?,9642,"cs.CL, cs.AI","Patrick Krauss, Jannik Hösch, Claus Metzner, Andreas Maier, Peter Uhrig, Achim Schilling",2024
How does testing with a large language model help understand the limitations of smaller transformer models for NLP tasks?,9642,"cs.CL, cs.AI","Patrick Krauss, Jannik Hösch, Claus Metzner, Andreas Maier, Peter Uhrig, Achim Schilling",2024
What methods are used to quantify uncertainty within mechanical submodels driven by Wasserstein-GANs in robotics applications?,17490,"stat.ML, cs.LG, 68T07 (Primary) 35L05 (Secondary), G.3; G.1.8","Hamza Boukraichi, Nissrine Akkari, Fabien Casenave, David Ryckelynck",2021
How can this approach improve safety and reliability when deploying robots with complex physical interactions?,17490,"stat.ML, cs.LG, 68T07 (Primary) 35L05 (Secondary), G.3; G.1.8","Hamza Boukraichi, Nissrine Akkari, Fabien Casenave, David Ryckelynck",2021
In what ways does unbiased pairwise learning to rank enhance recommender systems' accuracy compared to traditional methods?,15089,"cs.IR, cs.AI","Yi Ren, Hongyan Tang, Siwen Zhu",2021
What are the implications of using this approach for user experience and engagement in e-commerce platforms?,15089,"cs.IR, cs.AI","Yi Ren, Hongyan Tang, Siwen Zhu",2021
How is a taxonomy developed for NLP resources that can aid researchers in finding appropriate datasets for question answering tasks?,11594,"cs.CL, cs.AI","Anna Rogers, Matt Gardner, Isabelle Augenstein",2021
In what ways does understanding the landscape of available QA datasets benefit AI development and testing methodologies?,11594,"cs.CL, cs.AI","Anna Rogers, Matt Gardner, Isabelle Augenstein",2021
What diagnostic techniques are employed by LLMs to identify issues within robotics systems using natural language processing?,4545,"cs.CL, cs.AI, cs.LG, cs.RO","Jordis Emilia Herrmann, Aswath Mandakath Gopinath, Mikael Norrlof, Mark Niklas Müller",2024
How can these methods improve maintenance efficiency for complex robots in industrial settings?,4545,"cs.CL, cs.AI, cs.LG, cs.RO","Jordis Emilia Herrmann, Aswath Mandakath Gopinath, Mikael Norrlof, Mark Niklas Müller",2024
How does historical text knowledge graph aid in generation based on G-RDA?,12631,cs.CL,"Yang Fan, Zhang Qi, Xing Wenqian, Liu Chang, Liu Liu",2025
What challenges are addressed by the authors using Graph-Retrieval Augmented Generation (GRAG)?,12631,cs.CL,"Yang Fan, Zhang Qi, Xing Wenqian, Liu Chang, Liu Liu",2025
Can MedLoRD improve CT image synthesis for medical diagnosis with limited data?,15514,"cs.CV, cs.AI","Marvin Seyfarth, Salman Ul Hassan Dar, Isabelle Ayx, Matthias Alexander Fink, Stefan O. Schoenberg, Hans-Ulrich Kauczor, Sandy Engelhardt",2025
How does diffusion modeling contribute to high-resolution 3D CT imagery in low-resource settings?,15514,"cs.CV, cs.AI","Marvin Seyfarth, Salman Ul Hassan Dar, Isabelle Ayx, Matthias Alexander Fink, Stefan O. Schoenberg, Hans-Ulrich Kauczor, Sandy Engelhardt",2025
What role do forma mentis networks play in predicting creativity ratings of texts?,322,"cs.AI, cs.CL, cs.LG","Edith Haim, Natalie Fischer, Salvatore Citraro, Giulio Rossetti, Massimo Stella",2024
Are human and GPT raters equally effective when evaluating textual creativity using AI interpretability methods?,322,"cs.AI, cs.CL, cs.LG","Edith Haim, Natalie Fischer, Salvatore Citraro, Giulio Rossetti, Massimo Stella",2024
How does Bayesian Model Averaging adapt to foundation models' capabilities for research purposes?,2733,"cs.LG, stat.ML",Mijung Park,2025
What are the implications of revisiting BMA in modern NLP and machine learning contexts?,2733,"cs.LG, stat.ML",Mijung Park,2025
